Year	PRODUCTNDID	Category_1
2005	ND00723	Formulas
2006	ND00723	Formulas
2007	ND00723	Formulas
2009	ND00723	Formulas
2010	ND00723	Formulas
2011	ND00723	Formulas
2012	ND00723	Formulas
2013	ND00723	Formulas
2014	ND00723	Formulas
2015	ND01462	Spices_and_Herbs
2015	ND01465	Spices_and_Herbs
2010	ND00733	Formulas
2011	ND00733	Formulas
2012	ND00733	Formulas
2013	ND00733	Formulas
2014	ND00733	Formulas
2010	ND00734	Formulas
2011	ND00734	Formulas
2012	ND00734	Formulas
2013	ND00734	Formulas
2014	ND00734	Formulas
2010	ND00735	Formulas
2011	ND00735	Formulas
2012	ND00735	Formulas
2013	ND00735	Formulas
2014	ND00735	Formulas
2010	ND00737	Formulas
2011	ND00737	Formulas
2014	ND00737	Formulas
2012	ND00737	Formulas
2013	ND00737	Formulas
2013	RNFD01901	Formulas
2001	ND00733	Formulas
2002	ND00733	Formulas
2003	ND00733	Formulas
2004	ND00733	Formulas
2005	ND00733	Formulas
2006	ND00733	Formulas
2007	ND00733	Formulas
2009	ND00733	Formulas
2001	ND00734	Formulas
2002	ND00734	Formulas
2003	ND00734	Formulas
2004	ND00734	Formulas
2005	ND00734	Formulas
2006	ND00734	Formulas
2007	ND00734	Formulas
2009	ND00734	Formulas
2009	ND00735	Formulas
2009	RNFD01908	Grains
2005	RNFD01908	Grains
2006	RNFD01908	Grains
2007	RNFD01908	Grains
2004	ND00926	Grains
2005	ND00926	Grains
2006	ND00926	Grains
2007	ND00926	Grains
2014	ND00926	Grains
2014	ND00932	Grains
2011	ND00926	Grains
2012	ND00926	Grains
2013	ND00926	Grains
2015	ND01470	Spices_and_Herbs
2009	ND00926	Grains
2010	ND00926	Grains
2013	ND00932	Grains
2010	RNFD01908	Grains
2011	RNFD01908	Grains
2012	RNFD01908	Grains
2015	ND01472	Spices_and_Herbs
2010	ND00728	Formulas
2011	ND00728	Formulas
2012	ND00728	Formulas
2013	ND00728	Formulas
2014	ND00728	Formulas
2013	ND00741	Formulas
2014	ND00741	Formulas
2012	ND01206	Meats
2013	ND01206	Meats
2014	ND01206	Meats
2013	RNFD01922	Meats
2009	RNFD01923	Meats
2010	RNFD01923	Meats
2011	RNFD01923	Meats
2012	RNFD01923	Meats
2013	RNFD01923	Meats
2009	RNFD01922	Meats
2010	RNFD01922	Meats
2011	RNFD01922	Meats
2012	RNFD01922	Meats
2002	RNFD01922	Meats
2003	RNFD01922	Meats
2004	RNFD01922	Meats
2005	RNFD01922	Meats
2006	RNFD01922	Meats
2007	RNFD01922	Meats
2005	ND01869	Meats
2006	ND01869	Meats
2007	ND01869	Meats
2009	ND01869	Meats
2010	ND01869	Meats
2011	ND01869	Meats
2012	ND01869	Meats
2013	ND01869	Meats
2009	RNFD01927	Meats
2010	RNFD01927	Meats
2001	RNFD01927	Meats
2002	RNFD01927	Meats
2003	RNFD01927	Meats
2004	RNFD01927	Meats
2005	RNFD01927	Meats
2006	RNFD01927	Meats
2007	RNFD01927	Meats
2006	RNFD01935	Meats
2007	RNFD01935	Meats
2010	RNFD01935	Meats
2011	RNFD01935	Meats
2012	RNFD01935	Meats
2009	RNFD01935	Meats
1997	ND01260	Nuts_and_Seeds
2000	ND01260	Nuts_and_Seeds
2001	RNFD01939	Nuts_and_Seeds
2002	RNFD01939	Nuts_and_Seeds
2003	RNFD01939	Nuts_and_Seeds
2004	RNFD01939	Nuts_and_Seeds
2005	RNFD01939	Nuts_and_Seeds
2006	RNFD01939	Nuts_and_Seeds
2007	RNFD01939	Nuts_and_Seeds
2009	RNFD01939	Nuts_and_Seeds
2010	RNFD01939	Nuts_and_Seeds
2011	RNFD01939	Nuts_and_Seeds
2012	RNFD01939	Nuts_and_Seeds
2013	ND01260	Nuts_and_Seeds
2014	ND01260	Nuts_and_Seeds
2014	ND01686	Vegetables
2014	ND01628	Vegetables
2013	ND01686	Vegetables
2015	ND01891	Supplement
2009	ND01274	Nuts_and_Seeds
2015	ND01883	Supplement
2015	ND01927	Supplement
2010	ND01274	Nuts_and_Seeds
2011	ND01274	Nuts_and_Seeds
2012	ND01274	Nuts_and_Seeds
2013	ND01274	Nuts_and_Seeds
2014	ND01274	Nuts_and_Seeds
1997	RNFD01961	Nuts_and_Seeds
2000	RNFD01961	Nuts_and_Seeds
2015	ND01877	Supplement
2015	ND01905	Supplement
2015	ND01906	Supplement
2015	ND01832	Supplement
2009	ND01284	Nuts_and_Seeds
2010	ND01284	Nuts_and_Seeds
2011	ND01284	Nuts_and_Seeds
2012	ND01284	Nuts_and_Seeds
2013	ND01284	Nuts_and_Seeds
2014	ND01284	Nuts_and_Seeds
2015	ND01833	Supplement
2009	RNFD01969	Nuts_and_Seeds
2010	RNFD01969	Nuts_and_Seeds
2011	RNFD01969	Nuts_and_Seeds
2012	RNFD01969	Nuts_and_Seeds
2013	RNFD01969	Nuts_and_Seeds
2014	RNFD01969	Nuts_and_Seeds
2015	ND01836	Supplement
2015	ND01879	Supplement
2014	ND00058	Baby_Foods
2015	ND01923	Supplement
2015	ND01929	Supplement
2015	ND01825	Supplement
2015	ND01873	Supplement
2015	ND01875	Supplement
2014	ND00186	Baby_Foods
2015	ND01931	Supplement
2015	ND01884	Supplement
2015	ND01886	Supplement
2009	ND00377	Dairy_and_Egg
2010	ND00377	Dairy_and_Egg
2011	ND00377	Dairy_and_Egg
2012	ND00377	Dairy_and_Egg
2013	ND00377	Dairy_and_Egg
2014	ND00377	Dairy_and_Egg
2014	ND00588	Dairy_and_Egg
2002	ND00409	Dairy_and_Egg
2003	ND00409	Dairy_and_Egg
2004	ND00409	Dairy_and_Egg
2005	ND00409	Dairy_and_Egg
2006	ND00409	Dairy_and_Egg
2007	ND00409	Dairy_and_Egg
2009	ND00409	Dairy_and_Egg
2010	ND00409	Dairy_and_Egg
2011	ND00409	Dairy_and_Egg
2012	ND00409	Dairy_and_Egg
2013	ND00409	Dairy_and_Egg
2014	ND00409	Dairy_and_Egg
2014	ND00589	Dairy_and_Egg
2009	ND00710	Formulas
2010	ND00710	Formulas
2011	ND00710	Formulas
2012	ND00710	Formulas
2013	ND00710	Formulas
2014	ND00710	Formulas
2006	ND00678	Fats_and_Oils
2007	ND00678	Fats_and_Oils
2009	ND00678	Fats_and_Oils
2012	ND00678	Fats_and_Oils
2013	ND00678	Fats_and_Oils
2014	ND00678	Fats_and_Oils
2010	ND00678	Fats_and_Oils
2011	ND00678	Fats_and_Oils
2005	ND00680	Fats_and_Oils
2006	ND00680	Fats_and_Oils
2007	ND00680	Fats_and_Oils
2012	ND00680	Fats_and_Oils
2013	ND00680	Fats_and_Oils
2014	ND00680	Fats_and_Oils
2009	ND00680	Fats_and_Oils
2010	ND00680	Fats_and_Oils
2011	ND00680	Fats_and_Oils
2015	ND01908	Supplement
2011	ND00682	Fats_and_Oils
2012	ND00682	Fats_and_Oils
2013	ND00682	Fats_and_Oils
2014	ND00682	Fats_and_Oils
2015	ND01911	Supplement
2011	RNFD01977	Fats_and_Oils
2012	RNFD01977	Fats_and_Oils
2015	ND01874	Supplement
2015	ND01824	Supplement
2015	ND01827	Supplement
2015	ND01828	Supplement
2015	ND01871	Supplement
2015	ND01890	Supplement
2015	ND01882	Supplement
2015	ND01826	Supplement
2009	RNFD01985	Sauces_Soups_Condiments_Dressing
2015	ND01893	Supplement
2015	ND01823	Supplement
2005	ND01615	Vegetables
2006	ND01615	Vegetables
2007	ND01615	Vegetables
2009	ND01615	Vegetables
2010	ND01615	Vegetables
2011	ND01615	Vegetables
2012	ND01615	Vegetables
2009	ND00870	Grains
2014	ND01615	Vegetables
2010	ND00870	Grains
2011	ND00870	Grains
2012	ND00870	Grains
2013	ND00870	Grains
2014	ND00870	Grains
2015	ND01511	Sweets
2013	ND01615	Vegetables
2015	ND01523	Sweets
2015	ND01522	Sweets
2009	ND00744	Formulas
2010	ND00744	Formulas
2011	ND00744	Formulas
2012	ND00744	Formulas
2013	ND00744	Formulas
2014	ND00744	Formulas
2001	RNFD02002	Beverages
2002	RNFD02002	Beverages
2010	RNFD02002	Beverages
2011	RNFD02002	Beverages
2012	RNFD02002	Beverages
2013	RNFD02002	Beverages
2014	RNFD02002	Beverages
2003	RNFD02002	Beverages
2004	RNFD02002	Beverages
2005	RNFD02002	Beverages
2006	RNFD02002	Beverages
2007	RNFD02002	Beverages
2009	RNFD02002	Beverages
2005	ND00693	Fats_and_Oils
2009	ND01264	Nuts_and_Seeds
2010	ND01264	Nuts_and_Seeds
2011	ND01264	Nuts_and_Seeds
2012	ND01264	Nuts_and_Seeds
2013	ND01264	Nuts_and_Seeds
2014	ND01264	Nuts_and_Seeds
2015	ND01516	Sweets
2004	RNFD02006	Meats
2005	RNFD02006	Meats
2006	RNFD02006	Meats
2007	RNFD02006	Meats
2009	ND01228	Nuts_and_Seeds
2010	ND01228	Nuts_and_Seeds
2011	ND01228	Nuts_and_Seeds
2012	ND01228	Nuts_and_Seeds
2013	ND01228	Nuts_and_Seeds
2014	ND01228	Nuts_and_Seeds
2009	RNFD02007	Nuts_and_Seeds
2010	RNFD02008	Fruits
2011	RNFD02008	Fruits
2001	RNFD02010	Vegetables
2002	ND01668	Vegetables
2003	ND01668	Vegetables
2004	ND01668	Vegetables
2005	ND01668	Vegetables
2006	ND01668	Vegetables
2007	ND01668	Vegetables
2009	ND01668	Vegetables
2010	ND01668	Vegetables
2011	ND01668	Vegetables
2012	ND01668	Vegetables
2013	ND01668	Vegetables
2014	ND01668	Vegetables
1997	RNFD02011	Meats
2000	RNFD02011	Meats
2010	ND00296	Beverages
2011	ND00296	Beverages
2012	ND00296	Beverages
2013	ND00296	Beverages
2014	ND00296	Beverages
2015	ND01529	Sweets
2006	ND00648	Fats_and_Oils
2009	ND00648	Fats_and_Oils
2010	ND00648	Fats_and_Oils
2011	ND00648	Fats_and_Oils
2012	ND00648	Fats_and_Oils
2013	ND00648	Fats_and_Oils
2014	ND00648	Fats_and_Oils
2007	ND00648	Fats_and_Oils
2015	ND01534	Sweets
2009	ND01614	Sweets
2010	ND01614	Sweets
2011	ND01614	Sweets
2015	ND01535	Sweets
2015	ND01541	Sweets
1997	ND00347	Dairy_and_Egg
2000	ND00347	Dairy_and_Egg
2001	ND00347	Dairy_and_Egg
2002	ND00347	Dairy_and_Egg
2003	ND00347	Dairy_and_Egg
2004	ND00347	Dairy_and_Egg
2005	ND00347	Dairy_and_Egg
2006	ND00347	Dairy_and_Egg
2007	ND00347	Dairy_and_Egg
2009	ND00347	Dairy_and_Egg
2010	ND00347	Dairy_and_Egg
2011	ND00347	Dairy_and_Egg
2012	ND00347	Dairy_and_Egg
2013	ND00347	Dairy_and_Egg
2014	ND00347	Dairy_and_Egg
2015	ND01542	Sweets
2015	ND01545	Sweets
2015	ND01547	Sweets
2014	ND00362	Dairy_and_Egg
2015	ND01548	Sweets
2010	ND00364	Dairy_and_Egg
2011	ND00364	Dairy_and_Egg
2012	ND00364	Dairy_and_Egg
2013	ND00364	Dairy_and_Egg
1997	RNFD02005	Nuts_and_Seeds
2000	RNFD02005	Nuts_and_Seeds
2001	RNFD02005	Nuts_and_Seeds
2002	RNFD02005	Nuts_and_Seeds
2003	RNFD02005	Nuts_and_Seeds
2004	RNFD02005	Nuts_and_Seeds
2005	RNFD02005	Nuts_and_Seeds
2006	RNFD02005	Nuts_and_Seeds
2007	RNFD02005	Nuts_and_Seeds
2014	ND01703	Vegetables
2015	ND01549	Sweets
2015	ND01552	Sweets
1997	ND01262	Nuts_and_Seeds
2000	ND01262	Nuts_and_Seeds
2001	ND01262	Nuts_and_Seeds
2002	ND01262	Nuts_and_Seeds
2003	ND01262	Nuts_and_Seeds
2004	ND01262	Nuts_and_Seeds
2005	ND01262	Nuts_and_Seeds
2006	ND01262	Nuts_and_Seeds
2007	ND01262	Nuts_and_Seeds
2009	ND01262	Nuts_and_Seeds
2010	ND01262	Nuts_and_Seeds
2011	ND01262	Nuts_and_Seeds
2012	ND01262	Nuts_and_Seeds
2013	ND01262	Nuts_and_Seeds
2014	ND01262	Nuts_and_Seeds
2002	RNFD02034	Vegetables
2003	RNFD02034	Vegetables
2004	ND01654	Vegetables
2005	ND01654	Vegetables
2006	ND01654	Vegetables
2007	ND01654	Vegetables
2013	ND01657	Vegetables
2014	ND01657	Vegetables
2002	ND01657	Vegetables
2003	ND01657	Vegetables
2004	ND01657	Vegetables
2005	ND01657	Vegetables
2006	ND01657	Vegetables
2007	ND01657	Vegetables
2009	ND01657	Vegetables
2010	ND01657	Vegetables
2011	ND01657	Vegetables
2012	ND01657	Vegetables
2000	RNFD02037	Dairy_and_Egg
2001	RNFD02037	Dairy_and_Egg
2002	ND00322	Dairy_and_Egg
2003	ND00322	Dairy_and_Egg
2004	ND00322	Dairy_and_Egg
2005	ND00322	Dairy_and_Egg
2006	ND00322	Dairy_and_Egg
2007	ND00322	Dairy_and_Egg
2002	ND00320	Dairy_and_Egg
2003	ND00320	Dairy_and_Egg
2004	ND00320	Dairy_and_Egg
2005	ND00320	Dairy_and_Egg
2006	ND00320	Dairy_and_Egg
2007	ND00320	Dairy_and_Egg
2009	ND00320	Dairy_and_Egg
2010	ND00320	Dairy_and_Egg
2011	ND00320	Dairy_and_Egg
2012	ND00320	Dairy_and_Egg
2013	ND00320	Dairy_and_Egg
2014	ND00320	Dairy_and_Egg
2009	ND00322	Dairy_and_Egg
2010	ND00322	Dairy_and_Egg
2011	ND00322	Dairy_and_Egg
2012	ND00322	Dairy_and_Egg
2013	ND00322	Dairy_and_Egg
2014	ND00322	Dairy_and_Egg
1997	RNFD02038	Vegetables
2000	RNFD02038	Vegetables
2001	RNFD02038	Vegetables
2002	RNFD02038	Vegetables
2003	RNFD02038	Vegetables
2004	RNFD02038	Vegetables
2005	RNFD02038	Vegetables
2006	RNFD02038	Vegetables
2007	RNFD02038	Vegetables
2009	RNFD02038	Vegetables
2000	ND00296	Beverages
2001	ND00296	Beverages
2002	ND00296	Beverages
2003	ND00296	Beverages
2004	ND00296	Beverages
2005	ND00296	Beverages
2006	ND00296	Beverages
2007	ND00296	Beverages
2009	ND00296	Beverages
2003	ND00299	Beverages
2004	ND00299	Beverages
2005	ND00299	Beverages
2006	ND00299	Beverages
2007	ND00299	Beverages
2009	ND00299	Beverages
2015	ND01553	Sweets
2009	ND00914	Grains
2010	ND00914	Grains
2011	ND00914	Grains
2012	ND00914	Grains
2013	ND00914	Grains
2014	ND00914	Grains
1997	RNFD02042	Dairy_and_Egg
2000	RNFD02042	Dairy_and_Egg
2001	RNFD02042	Dairy_and_Egg
2002	RNFD02042	Dairy_and_Egg
2003	RNFD02042	Dairy_and_Egg
2004	RNFD02042	Dairy_and_Egg
2005	RNFD02042	Dairy_and_Egg
2006	RNFD02042	Dairy_and_Egg
2007	RNFD02042	Dairy_and_Egg
2006	ND00683	Fats_and_Oils
2007	ND00683	Fats_and_Oils
2009	ND00683	Fats_and_Oils
2010	ND00683	Fats_and_Oils
2011	ND00683	Fats_and_Oils
2012	ND00683	Fats_and_Oils
2013	ND00683	Fats_and_Oils
2014	ND00683	Fats_and_Oils
2010	ND00512	Dairy_and_Egg
2014	ND00508	Dairy_and_Egg
2015	ND01557	Sweets
2014	ND00497	Dairy_and_Egg
2013	ND00509	Dairy_and_Egg
2014	ND00509	Dairy_and_Egg
2015	ND01559	Sweets
2009	ND00498	Dairy_and_Egg
2010	ND00498	Dairy_and_Egg
2011	ND00498	Dairy_and_Egg
2012	ND00498	Dairy_and_Egg
2013	ND00498	Dairy_and_Egg
2014	ND00498	Dairy_and_Egg
2001	ND00484	Dairy_and_Egg
2002	ND00484	Dairy_and_Egg
2003	ND00484	Dairy_and_Egg
2004	ND00484	Dairy_and_Egg
2005	ND00484	Dairy_and_Egg
2006	ND00484	Dairy_and_Egg
2007	ND00484	Dairy_and_Egg
2009	ND00484	Dairy_and_Egg
2010	ND00484	Dairy_and_Egg
2011	ND00484	Dairy_and_Egg
2012	ND00484	Dairy_and_Egg
2013	ND00484	Dairy_and_Egg
2014	ND00484	Dairy_and_Egg
2015	ND01563	Sweets
2007	ND00510	Dairy_and_Egg
2009	ND00510	Dairy_and_Egg
2010	ND00510	Dairy_and_Egg
2011	ND00510	Dairy_and_Egg
2012	ND00510	Dairy_and_Egg
2013	ND00510	Dairy_and_Egg
2014	ND00510	Dairy_and_Egg
2015	ND01564	Sweets
2012	ND00499	Dairy_and_Egg
2013	ND00499	Dairy_and_Egg
2014	ND00499	Dairy_and_Egg
2014	ND00500	Dairy_and_Egg
2013	ND00501	Dairy_and_Egg
2014	ND00501	Dairy_and_Egg
2015	ND01566	Sweets
2013	ND00515	Dairy_and_Egg
2014	ND00515	Dairy_and_Egg
2011	ND00512	Dairy_and_Egg
2012	ND00512	Dairy_and_Egg
2013	ND00512	Dairy_and_Egg
2014	ND00512	Dairy_and_Egg
2001	ND00502	Dairy_and_Egg
2002	ND00502	Dairy_and_Egg
2003	ND00502	Dairy_and_Egg
2004	ND00502	Dairy_and_Egg
2005	ND00502	Dairy_and_Egg
2006	ND00502	Dairy_and_Egg
2007	ND00502	Dairy_and_Egg
2009	ND00502	Dairy_and_Egg
2010	ND00502	Dairy_and_Egg
2011	ND00502	Dairy_and_Egg
2012	ND00502	Dairy_and_Egg
2013	ND00502	Dairy_and_Egg
2014	ND00502	Dairy_and_Egg
2015	ND01588	Sweets
2007	ND00503	Dairy_and_Egg
2009	ND00503	Dairy_and_Egg
2010	ND00503	Dairy_and_Egg
2011	ND00503	Dairy_and_Egg
2012	ND00503	Dairy_and_Egg
2013	ND00503	Dairy_and_Egg
2014	ND00503	Dairy_and_Egg
2013	ND00513	Dairy_and_Egg
2014	ND00513	Dairy_and_Egg
2015	ND01569	Sweets
2007	ND00514	Dairy_and_Egg
2009	ND00514	Dairy_and_Egg
2010	ND00514	Dairy_and_Egg
2011	ND00514	Dairy_and_Egg
2012	ND00514	Dairy_and_Egg
2013	ND00514	Dairy_and_Egg
2014	ND00514	Dairy_and_Egg
2015	ND01570	Sweets
2001	ND00504	Dairy_and_Egg
2002	ND00504	Dairy_and_Egg
2003	ND00504	Dairy_and_Egg
2004	ND00504	Dairy_and_Egg
2005	ND00504	Dairy_and_Egg
2006	ND00504	Dairy_and_Egg
2007	ND00504	Dairy_and_Egg
2009	ND00504	Dairy_and_Egg
2010	ND00504	Dairy_and_Egg
2011	ND00504	Dairy_and_Egg
2012	ND00504	Dairy_and_Egg
2013	ND00504	Dairy_and_Egg
2014	ND00504	Dairy_and_Egg
2015	ND01577	Sweets
2014	ND00505	Dairy_and_Egg
2012	ND00505	Dairy_and_Egg
2013	ND00505	Dairy_and_Egg
2013	ND00500	Dairy_and_Egg
2013	ND00401	Dairy_and_Egg
2014	ND00401	Dairy_and_Egg
2015	ND01580	Sweets
2015	ND01572	Sweets
2015	ND01574	Sweets
2015	ND01583	Sweets
1997	RNFD02036	Vegetables
2000	RNFD02036	Vegetables
2001	RNFD02036	Vegetables
1997	ND01681	Vegetables
2000	ND01681	Vegetables
2001	ND01681	Vegetables
2013	ND00533	Dairy_and_Egg
2014	ND00533	Dairy_and_Egg
2015	ND01575	Sweets
2009	ND00532	Dairy_and_Egg
2010	ND00532	Dairy_and_Egg
2011	ND00532	Dairy_and_Egg
2012	ND00532	Dairy_and_Egg
2013	ND00532	Dairy_and_Egg
2014	ND00532	Dairy_and_Egg
2015	ND01576	Sweets
2009	ND00515	Dairy_and_Egg
2009	ND00539	Dairy_and_Egg
2010	ND00539	Dairy_and_Egg
2011	ND00539	Dairy_and_Egg
2012	ND00539	Dairy_and_Egg
2013	ND00539	Dairy_and_Egg
2014	ND00539	Dairy_and_Egg
2009	ND00541	Dairy_and_Egg
2010	ND00541	Dairy_and_Egg
2011	ND00541	Dairy_and_Egg
2012	ND00541	Dairy_and_Egg
2013	ND00541	Dairy_and_Egg
2014	ND00541	Dairy_and_Egg
2009	ND00545	Dairy_and_Egg
2010	ND00545	Dairy_and_Egg
2011	ND00545	Dairy_and_Egg
2012	ND00545	Dairy_and_Egg
2013	ND00545	Dairy_and_Egg
2014	ND00545	Dairy_and_Egg
2015	ND01596	Sweets
2009	ND00543	Dairy_and_Egg
2010	ND00543	Dairy_and_Egg
2011	ND00543	Dairy_and_Egg
2012	ND00543	Dairy_and_Egg
2013	ND00543	Dairy_and_Egg
2014	ND00543	Dairy_and_Egg
2009	ND00542	Dairy_and_Egg
2010	ND00542	Dairy_and_Egg
2011	ND00542	Dairy_and_Egg
2012	ND00542	Dairy_and_Egg
2013	ND00542	Dairy_and_Egg
2014	ND00542	Dairy_and_Egg
2013	ND00547	Dairy_and_Egg
2014	ND00547	Dairy_and_Egg
2009	ND00547	Dairy_and_Egg
2010	ND00547	Dairy_and_Egg
2011	ND00547	Dairy_and_Egg
2012	ND00547	Dairy_and_Egg
2005	ND00993	Meats
2006	ND00993	Meats
2007	ND00993	Meats
2009	ND00993	Meats
2015	ND01598	Sweets
2015	ND01601	Sweets
2009	ND00406	Dairy_and_Egg
1997	RNFD02061	Vegetables
2000	RNFD02061	Vegetables
2001	RNFD02061	Vegetables
2002	ND01681	Vegetables
2003	ND01681	Vegetables
2004	ND01681	Vegetables
2005	ND01681	Vegetables
2006	ND01681	Vegetables
2007	ND01681	Vegetables
2009	ND01681	Vegetables
2010	ND01681	Vegetables
2011	ND01681	Vegetables
2012	ND01681	Vegetables
2013	ND01681	Vegetables
2014	ND01681	Vegetables
2004	RNFD02063	Vegetables
2005	RNFD02063	Vegetables
2006	RNFD02063	Vegetables
2007	RNFD02063	Vegetables
2009	RNFD02063	Vegetables
2010	RNFD02063	Vegetables
2011	RNFD02063	Vegetables
2009	RNFD02066	Meats
2010	RNFD02066	Meats
2011	RNFD02066	Meats
2012	RNFD02066	Meats
2013	RNFD02066	Meats
2011	RNFD02067	Dairy_and_Egg
2012	RNFD02067	Dairy_and_Egg
2013	RNFD02067	Dairy_and_Egg
2009	RNFD02068	Vegetables
2010	RNFD02068	Vegetables
2011	RNFD02068	Vegetables
2012	RNFD02068	Vegetables
2015	ND01602	Sweets
2005	RNFD02069	Meats
2006	RNFD02069	Meats
2007	RNFD02069	Meats
2015	ND01611	Sweets
2009	RNFD02071	Meats
2010	RNFD02071	Meats
2005	RNFD02071	Meats
2006	RNFD02071	Meats
2007	RNFD02071	Meats
2004	ND01042	Meats
2005	ND01045	Meats
2006	ND01045	Meats
2007	ND01045	Meats
2009	ND01045	Meats
2010	ND01045	Meats
2011	ND01045	Meats
2012	ND01045	Meats
2013	ND01045	Meats
2014	ND01045	Meats
2005	ND01043	Meats
2006	ND01043	Meats
2007	ND01043	Meats
2009	ND01043	Meats
2010	ND01043	Meats
2011	ND01043	Meats
2012	ND01043	Meats
2013	ND01043	Meats
2014	ND01043	Meats
2015	ND01613	Sweets
2000	ND01042	Meats
2001	ND01042	Meats
2002	ND01042	Meats
2003	ND01042	Meats
2012	ND01042	Meats
2013	ND01042	Meats
2014	ND01042	Meats
2005	ND01042	Meats
2006	ND01042	Meats
2007	ND01042	Meats
2009	ND01042	Meats
2010	ND01042	Meats
2004	ND01194	Meats
2005	ND01194	Meats
2006	ND01194	Meats
2007	ND01194	Meats
2009	ND01194	Meats
2010	ND01194	Meats
2011	ND01194	Meats
2012	ND01194	Meats
2013	ND01194	Meats
2014	ND01194	Meats
2015	ND01614	Sweets
2014	ND01423	Seafood
2004	ND01423	Seafood
2005	ND01423	Seafood
2006	ND01423	Seafood
2007	ND01423	Seafood
2009	ND01423	Seafood
2010	ND01423	Seafood
2011	ND01423	Seafood
2012	ND01423	Seafood
2009	RNFD02871	Seafood
2010	RNFD02871	Seafood
1997	ND00421	Dairy_and_Egg
2000	ND00421	Dairy_and_Egg
2001	ND00421	Dairy_and_Egg
2002	ND00421	Dairy_and_Egg
2003	ND00421	Dairy_and_Egg
2004	ND00421	Dairy_and_Egg
2005	ND00421	Dairy_and_Egg
2006	ND00421	Dairy_and_Egg
2007	ND00421	Dairy_and_Egg
2009	ND00421	Dairy_and_Egg
2010	ND00421	Dairy_and_Egg
2011	ND00421	Dairy_and_Egg
2012	RNFD02079	Fats_and_Oils
2013	RNFD02079	Fats_and_Oils
2009	RNFD02079	Fats_and_Oils
2010	RNFD02079	Fats_and_Oils
2011	RNFD02079	Fats_and_Oils
2004	RNFD02079	Fats_and_Oils
2005	RNFD02079	Fats_and_Oils
2001	RNFD02079	Fats_and_Oils
2002	RNFD02079	Fats_and_Oils
2003	RNFD02079	Fats_and_Oils
2015	ND01615	Vegetables
2015	ND01618	Vegetables
2015	ND01625	Vegetables
2009	ND00430	Dairy_and_Egg
2010	ND00430	Dairy_and_Egg
2011	ND00430	Dairy_and_Egg
2012	ND00430	Dairy_and_Egg
2013	ND00430	Dairy_and_Egg
2014	ND00430	Dairy_and_Egg
2015	ND01617	Vegetables
2009	RNFD02073	Meats
2010	RNFD02073	Meats
1997	RNFD02091	Vegetables
2000	RNFD02091	Vegetables
2001	RNFD02091	Vegetables
2002	RNFD02091	Vegetables
2003	RNFD02091	Vegetables
2004	RNFD02091	Vegetables
2005	RNFD02091	Vegetables
2006	RNFD02091	Vegetables
2007	RNFD02091	Vegetables
2004	ND00825	Fruits
2005	ND00825	Fruits
2006	ND00825	Fruits
2007	ND00825	Fruits
2009	ND00825	Fruits
2015	ND01623	Vegetables
2012	ND00798	Fruits
2013	ND00798	Fruits
2014	ND00798	Fruits
2001	ND00798	Fruits
2002	ND00798	Fruits
2003	ND00798	Fruits
2004	ND00798	Fruits
2005	ND00798	Fruits
2006	ND00798	Fruits
2007	ND00798	Fruits
2009	ND00798	Fruits
2010	ND00798	Fruits
2011	ND00798	Fruits
2013	ND00335	Dairy_and_Egg
2014	ND00335	Dairy_and_Egg
2004	ND00379	Dairy_and_Egg
2005	ND00379	Dairy_and_Egg
2006	ND00379	Dairy_and_Egg
2011	ND00379	Dairy_and_Egg
2012	ND00379	Dairy_and_Egg
2013	ND00379	Dairy_and_Egg
2014	ND00379	Dairy_and_Egg
2010	ND00378	Dairy_and_Egg
2011	ND00378	Dairy_and_Egg
2012	ND00378	Dairy_and_Egg
2013	ND00378	Dairy_and_Egg
2014	ND00378	Dairy_and_Egg
2015	ND01631	Vegetables
2000	ND00334	Dairy_and_Egg
2001	ND00334	Dairy_and_Egg
2015	ND01629	Vegetables
2015	ND01630	Vegetables
2015	ND01628	Vegetables
2013	ND00485	Dairy_and_Egg
2014	ND00485	Dairy_and_Egg
2013	ND00486	Dairy_and_Egg
2014	ND00486	Dairy_and_Egg
2014	ND01654	Vegetables
2004	ND00378	Dairy_and_Egg
2005	ND00378	Dairy_and_Egg
2006	ND00378	Dairy_and_Egg
2007	ND00378	Dairy_and_Egg
2009	ND00378	Dairy_and_Egg
2010	ND00825	Fruits
2011	ND00825	Fruits
2006	ND00693	Fats_and_Oils
2013	ND00693	Fats_and_Oils
2014	ND00693	Fats_and_Oils
2007	ND00693	Fats_and_Oils
2009	ND00693	Fats_and_Oils
2010	ND00693	Fats_and_Oils
2011	ND00693	Fats_and_Oils
2012	ND00693	Fats_and_Oils
1997	RNFD02116	Nuts_and_Seeds
2000	RNFD02116	Nuts_and_Seeds
2001	RNFD02116	Nuts_and_Seeds
2002	RNFD02116	Nuts_and_Seeds
2003	RNFD02116	Nuts_and_Seeds
2004	RNFD02116	Nuts_and_Seeds
1997	RNFD02117	Vegetables
2000	RNFD02117	Vegetables
2001	RNFD02117	Vegetables
2002	RNFD02117	Vegetables
2003	RNFD02117	Vegetables
2004	RNFD02117	Vegetables
2005	RNFD02117	Vegetables
2006	RNFD02117	Vegetables
2007	RNFD02117	Vegetables
2009	RNFD02117	Vegetables
2010	RNFD02117	Vegetables
2011	RNFD02117	Vegetables
2009	RNFD02118	Meats
2010	RNFD02118	Meats
