"","PRODUCTNDID","X203","X204","X205","X207","X208","X209","X210","X211","X212","X213","X214","X221","X255","X257","X262","X263","X268","X269","X287","X291","X301","X303","X304","X305","X306","X307","X309","X312","X313","X315","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X328","X334","X337","X338","X341","X342","X343","X344","X345","X346","X347","X401","X404","X405","X406","X410","X415","X417","X418","X421","X428","X429","X430","X431","X432","X435","X454","X501","X502","X503","X504","X505","X506","X507","X508","X509","X510","X511","X512","X513","X514","X515","X516","X517","X518","X521","X573","X578","X601","X605","X606","X607","X608","X609","X610","X611","X612","X613","X614","X615","X617","X618","X619","X620","X621","X624","X625","X626","X627","X628","X629","X630","X631","X636","X638","X639","X641","X645","X646","X652","X653","X654","X662","X663","X664","X665","X666","X669","X670","X671","X672","X673","X674","X675","X676","X685","X687","X689","X693","X695","X696","X697","X851","X852","X853","X855","X856","X857","X858","X859","CHOdec","CHOdec2"
"360","ND01023",18.53,27.25,1.42,2.9,325,NA,0.13,0.64,0,0,0.33,0,49.89,NA,0,0,1360,1.09,0,0,0.009,0.0012,0.016,0.149,0.342,0.814,0.00245,7.1e-05,NA,2.2e-05,2.07e-05,0.002325,2.8e-05,2.8e-05,0,0,9e-04,0.0174,0,1.4e-06,1.4e-06,0,0,0,2e-05,5e-05,0,3e-05,0,6e-05,0,0,0.000256,0.000176,0.006119,0.000805,0.000195,1e-06,9.8e-07,0.0623,NA,NA,0,0,1e-06,1e-06,NA,0.185,0.615,0.738,1.361,1.239,0.426,0.237,0.662,0.52,0.876,1.151,0.536,1.147,1.574,2.821,1.264,1.245,0.765,0.427,0,0,0.086,0.12,8.826,0,0,0.001,0.024,0.02,0.322,5.545,2.749,0.067,10.578,4.446,0.146,0.123,0.003,0.009,0.006,0.557,0,0.334,0.002,0.006,0.025,NA,NA,NA,NA,11.541,5.115,0.015,0.072,0.002,0.008,0.084,0,0.027,NA,NA,0.033,0.001,0.247,0.549,10.494,4.385,0.006,0.006,0.058,0.069,0.092,0.027,NA,0,0.139,0.03,0.039,NA,0,NA,0.051,NA,1.42,1.42
"361","ND01027",18.53,27.25,1.42,2.9,325,NA,0.13,0.64,0,0,0.33,0,49.89,NA,0,0,1360,1.09,0,0,0.009,0.0012,0.016,0.149,0.342,0.814,0.00245,7.1e-05,NA,2.2e-05,2.07e-05,0.002325,2.8e-05,2.8e-05,0,0,9e-04,0.0174,0,1.4e-06,1.4e-06,0,0,0,2e-05,5e-05,0,3e-05,0,6e-05,0,0,0.000256,0.000176,0.006119,0.000805,0.000195,1e-06,9.8e-07,0.0623,NA,NA,0,0,1e-06,1e-06,NA,0.185,0.615,0.738,1.361,1.239,0.426,0.237,0.662,0.52,0.876,1.151,0.536,1.147,1.574,2.821,1.264,1.245,0.765,0.427,0,0,0.086,0.12,8.826,0,0,0.001,0.024,0.02,0.322,5.545,2.749,0.067,10.578,4.446,0.146,0.123,0.003,0.009,0.006,0.557,0,0.334,0.002,0.006,0.025,NA,NA,NA,NA,11.541,5.115,0.015,0.072,0.002,0.008,0.084,0,0.027,NA,NA,0.033,0.001,0.247,0.549,10.494,4.385,0.006,0.006,0.058,0.069,0.092,0.027,NA,0,0.139,0.03,0.039,NA,0,NA,0.051,NA,1.42,1.42
"362","ND01030",18.53,27.25,1.42,2.9,325,NA,0.13,0.64,0,0,0.33,0,49.89,NA,0,0,1360,1.09,0,0,0.009,0.0012,0.016,0.149,0.342,0.814,0.00245,7.1e-05,NA,2.2e-05,2.07e-05,0.002325,2.8e-05,2.8e-05,0,0,9e-04,0.0174,0,1.4e-06,1.4e-06,0,0,0,2e-05,5e-05,0,3e-05,0,6e-05,0,0,0.000256,0.000176,0.006119,0.000805,0.000195,1e-06,9.8e-07,0.0623,NA,NA,0,0,1e-06,1e-06,NA,0.185,0.615,0.738,1.361,1.239,0.426,0.237,0.662,0.52,0.876,1.151,0.536,1.147,1.574,2.821,1.264,1.245,0.765,0.427,0,0,0.086,0.12,8.826,0,0,0.001,0.024,0.02,0.322,5.545,2.749,0.067,10.578,4.446,0.146,0.123,0.003,0.009,0.006,0.557,0,0.334,0.002,0.006,0.025,NA,NA,NA,NA,11.541,5.115,0.015,0.072,0.002,0.008,0.084,0,0.027,NA,NA,0.033,0.001,0.247,0.549,10.494,4.385,0.006,0.006,0.058,0.069,0.092,0.027,NA,0,0.139,0.03,0.039,NA,0,NA,0.051,NA,1.42,1.42
"363","ND01042",20,10,0,0.98,176,NA,NA,NA,NA,NA,NA,0,69.45,NA,0,0,735,0,NA,0,0.012,0.00224,0.02,0.184,0.321,0.066,0.00479,7.2e-05,NA,1e-05,1.66e-05,0.00035,4e-06,4e-06,0,0,0.00017,9e-04,NA,1e-07,1e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4.2e-05,0.000151,0.005072,0.000601,0.000369,6e-06,2.21e-06,0.0661,NA,NA,8e-07,0,6e-06,6e-06,0.0079,0.102,0.775,0.885,1.56,1.658,0.515,0.206,0.781,0.616,0.983,1.302,0.65,1.253,1.802,3,1.358,1.02,0.801,0.272,0,0,0.065,0.54,3.927,0,0,0,0,0.008,0.276,2.167,1.311,0.011,0.54,0.263,0.046,0.035,0,NA,0.07,0.344,0,0.032,0,0,0,NA,NA,NA,NA,4.194,0.345,0.046,0.108,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.069,NA,0.54,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,1.5,1.5
"364","ND01043",21.59,5.53,0,1.05,142,NA,NA,NA,NA,NA,NA,0,72.19,NA,0,0,594,0,NA,0,0.005,0.00253,0.024,0.211,0.345,0.062,0.00394,0.000134,NA,1.9e-05,3.23e-05,0,0,0,0,0,8e-05,NA,NA,NA,NA,0,0,0,1e-05,2e-05,0,1e-05,0,0,0,0,7.3e-05,0.000204,0.00638,0.00069,0.000721,6e-06,4.34e-06,0.0874,1.7e-06,0,0,0,6e-06,6e-06,0.0127,0.142,0.862,0.982,1.717,1.824,0.562,0.279,0.853,0.688,1.071,1.396,0.689,1.312,1.966,3.241,1.314,1.029,0.85,0.098,0,0,0.061,0.169,2,0,0,0,0,0,0.155,1.227,0.529,0,2.213,0.249,0.003,0.058,NA,0.018,0.05,0.235,0,0.006,NA,NA,NA,NA,NA,NA,NA,2.503,0.309,0.022,0.05,NA,NA,0.132,NA,NA,NA,0.037,NA,NA,0,NA,2.081,0.212,NA,0,0,0,0.132,0.037,NA,0,0.003,NA,NA,NA,NA,NA,NA,NA,1.4675,1.4675
"365","ND01044",17.17,20,0,0.84,254,NA,NA,NA,NA,NA,NA,0,61.87,NA,0,0,1062,0,NA,0,0.018,0.00194,0.017,0.158,0.27,0.066,0.00418,6.1e-05,NA,1e-05,1.5e-05,0.00035,4e-06,4e-06,0,0,0.00017,9e-04,NA,1e-07,1e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4.3e-05,0.000151,0.004227,0.000498,0.000323,7e-06,2.14e-06,0.0564,NA,NA,1.8e-06,0,7e-06,7e-06,0.0082,0.087,0.665,0.759,1.339,1.423,0.442,0.177,0.67,0.528,0.844,1.118,0.558,1.076,1.547,2.575,1.166,0.875,0.688,0.272,0,0,0.071,1.18,7.581,0,0,0,0,0.014,0.592,4.279,2.362,0.016,1.18,0.42,0.065,0.035,0,NA,0.162,0.724,0,0.066,0,0,0,NA,NA,NA,NA,8.848,0.521,0.095,0.224,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.164,NA,1.18,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,1.33,1.33
"366","ND01045",17.17,20,0,0.84,254,NA,NA,NA,NA,NA,NA,0,61.87,NA,0,0,1062,0,NA,0,0.018,0.00194,0.017,0.158,0.27,0.066,0.00418,6.1e-05,NA,1e-05,1.5e-05,0.00035,4e-06,4e-06,0,0,0.00017,9e-04,NA,1e-07,1e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4.3e-05,0.000151,0.004227,0.000498,0.000323,7e-06,2.14e-06,0.0564,NA,NA,1.8e-06,0,7e-06,7e-06,0.0082,0.087,0.665,0.759,1.339,1.423,0.442,0.177,0.67,0.528,0.844,1.118,0.558,1.076,1.547,2.575,1.166,0.875,0.688,0.272,0,0,0.071,1.18,7.581,0,0,0,0,0.014,0.592,4.279,2.362,0.016,1.18,0.42,0.065,0.035,0,NA,0.162,0.724,0,0.066,0,0,0,NA,NA,NA,NA,8.848,0.521,0.095,0.224,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.164,NA,1.18,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,1.33,1.33
"367","ND01047",17.17,20,0,0.84,254,NA,NA,NA,NA,NA,NA,0,61.87,NA,0,0,1062,0,NA,0,0.018,0.00194,0.017,0.158,0.27,0.066,0.00418,6.1e-05,NA,1e-05,1.5e-05,0.00035,4e-06,4e-06,0,0,0.00017,9e-04,NA,1e-07,1e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4.3e-05,0.000151,0.004227,0.000498,0.000323,7e-06,2.14e-06,0.0564,NA,NA,1.8e-06,0,7e-06,7e-06,0.0082,0.087,0.665,0.759,1.339,1.423,0.442,0.177,0.67,0.528,0.844,1.118,0.558,1.076,1.547,2.575,1.166,0.875,0.688,0.272,0,0,0.071,1.18,7.581,0,0,0,0,0.014,0.592,4.279,2.362,0.016,1.18,0.42,0.065,0.035,0,NA,0.162,0.724,0,0.066,0,0,0,NA,NA,NA,NA,8.848,0.521,0.095,0.224,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.164,NA,1.18,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,1.33,1.33
"368","ND01064",26.65,8.46,0,1,183,NA,NA,NA,NA,NA,NA,0,64.79,NA,0,0,765,0,NA,0,0.019,0.00247,0.022,0.21,0.344,0.08,0.00973,7.8e-05,NA,1.4e-05,2.73e-05,0.000125,2e-06,2e-06,0,0,0.00012,0.0015,NA,1e-07,1e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7.5e-05,0.000193,0.004693,0.000725,0.000409,6e-06,3.24e-06,0.0795,NA,NA,1.6e-06,0,6e-06,6e-06,0.0278,0.306,1.207,1.167,2.206,2.398,0.777,0.284,1.039,0.945,1.233,1.793,0.879,1.541,2.454,4.341,1.187,1.097,1.047,0.135,0,0,0.083,0.373,3.422,0,0,0,0,0,0.197,1.861,1.251,0.001,3.799,0.358,0.015,0.05,0,NA,0.037,0.247,0,0.012,0.002,0,0,NA,NA,NA,NA,4.167,0.426,NA,0.1,0.011,NA,0.373,NA,NA,NA,NA,0.027,NA,0,NA,3.426,0.331,NA,NA,0.072,NA,0.373,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,0.252,0.0650000000000013,0.0650000000000013
"369","ND01065",26.65,8.46,0,1,183,NA,NA,NA,NA,NA,NA,0,64.79,NA,0,0,765,0,NA,0,0.019,0.00247,0.022,0.21,0.344,0.08,0.00973,7.8e-05,NA,1.4e-05,2.73e-05,0.000125,2e-06,2e-06,0,0,0.00012,0.0015,NA,1e-07,1e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7.5e-05,0.000193,0.004693,0.000725,0.000409,6e-06,3.24e-06,0.0795,NA,NA,1.6e-06,0,6e-06,6e-06,0.0278,0.306,1.207,1.167,2.206,2.398,0.777,0.284,1.039,0.945,1.233,1.793,0.879,1.541,2.454,4.341,1.187,1.097,1.047,0.135,0,0,0.083,0.373,3.422,0,0,0,0,0,0.197,1.861,1.251,0.001,3.799,0.358,0.015,0.05,0,NA,0.037,0.247,0,0.012,0.002,0,0,NA,NA,NA,NA,4.167,0.426,NA,0.1,0.011,NA,0.373,NA,NA,NA,NA,0.027,NA,0,NA,3.426,0.331,NA,NA,0.072,NA,0.373,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,0.252,0.0650000000000013,0.0650000000000013
"370","ND01071",10.91,26.13,4.29,3.37,299,NA,0,1.65,0,0,0.4,0,55.31,NA,0,0,1250,2.05,0,0,0.021,0.00129,0.013,0.154,0.351,1.013,0.00193,5.3e-05,3.6e-05,4e-05,1.16e-05,0.00225,1.7e-05,1.9e-05,1.1e-05,6e-06,0.00056,0.0084,NA,NA,7e-07,1.1e-05,1.1e-05,0,0.00011,0.00031,1e-05,3e-05,3e-05,1e-05,0,0.0152,3e-05,6.5e-05,0.002321,0.000385,0.000157,3e-06,1.19e-06,0.0297,6.3e-06,NA,2.4e-06,0,3e-06,3e-06,0.0061,0.122,0.514,0.508,0.94,1.045,0.295,0.111,0.437,0.406,0.545,0.743,0.409,0.676,1.063,1.783,0.537,0.489,0.449,0.075,0,0,0.057,1.37,10.487,0.001,0,0.001,0.031,0.02,0.82,5.887,3.293,0.026,10.429,0.981,0.101,0.033,0,0.006,0.246,1.109,0.004,0.107,0.004,0.087,0.013,NA,NA,NA,NA,12.198,1.182,0.122,0.278,0.002,0.078,1.13,0,0.161,NA,NA,0.16,0.005,0.009,1.031,9.299,0.66,0.087,0.004,0.211,0.027,1.208,0.161,NA,0.004,0.096,0.004,0.023,NA,NA,NA,0.009,NA,5.0475,5.0475
"371","ND01072",15.2,24.59,5.49,2.85,308,NA,NA,NA,NA,NA,NA,0,51.87,NA,0,0,1288,4.42,NA,0,0.085,0.00121,0.017,0.163,0.315,0.96,0.0023,5.2e-05,3.6e-05,1.8e-05,2.46e-05,0.0021,2.5e-05,2.5e-05,0,0,0,0.0096,NA,NA,8e-07,0,0,0,0,0,0,NA,NA,NA,NA,8e-04,0.000217,0.000185,0.002521,0.000415,0.000297,6e-06,1.82e-06,0.0656,NA,NA,3e-07,0,6e-06,6e-06,0.0058,0.214,0.77,0.809,1.385,1.499,0.445,0.209,0.689,0.606,0.927,1.03,0.646,0.966,1.55,2.718,0.805,0.782,0.714,NA,0,0,0.06,0,9.301,0.001,0,0,0.012,0.013,0.323,5.986,2.964,NA,9.712,1.015,0.055,0.05,0,NA,NA,0.598,0,0.186,0,0.031,0,0,NA,NA,NA,10.526,1.12,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,6.4725,6.4725
"372","ND01073",10.31,30.61,4.19,4.04,336,NA,NA,NA,NA,NA,NA,0,50.85,NA,0,0,1407,0,NA,0,0.196,0.00112,0.016,0.223,0.162,1.24,0.00104,3.9e-05,3.6e-05,4.2e-05,0,0.001875,1.1e-05,1.3e-05,1.1e-05,1.1e-05,0.00064,NA,NA,NA,NA,1.1e-05,1.1e-05,0,0,0.00029,0,1e-04,0,0,0,0.0132,6.3e-05,0.000129,0.00368,0.000776,0.00019,1.3e-05,5e-07,NA,NA,NA,6e-07,0,1.3e-05,1.3e-05,NA,0.081,0.401,0.465,0.775,0.824,0.216,0.108,0.413,0.323,0.527,0.672,0.315,0.657,0.923,1.548,0.704,0.505,0.397,0.134,NA,NA,0.087,0.283,9.863,0,0,0,0,0,0.321,6.584,2.829,0.047,11.825,3.872,0.238,0.107,0,0,0,1.114,0,0.233,0,0,0,NA,NA,NA,NA,13.172,4.348,0,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131,NA,NA,NA,NA,0.033,NA,0,NA,NA,NA,0,0.205,NA,NA,NA,NA,NA,NA,NA,4.8175,4.8175
"373","ND01079",31.02,3.57,0,1.06,165,NA,NA,NA,NA,NA,NA,0,65.26,NA,0,0,690,0,NA,0,0.015,0.00104,0.029,0.228,0.256,0.074,0.001,4.9e-05,NA,1.7e-05,2.76e-05,0.000525,6e-06,6e-06,0,0,0.00027,0.0015,NA,1e-07,1e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7e-05,0.000114,0.013712,0.000965,6e-04,4e-06,3.4e-07,0.0853,NA,0,3e-07,0,4e-06,4e-06,0.0062,0.362,1.31,1.638,2.328,2.635,0.859,0.397,1.231,1.047,1.539,1.871,0.963,1.692,2.764,4.645,1.524,1.275,1.067,NA,0,0,0.085,NA,1.01,0,0,0,0,0.01,0.03,0.69,0.25,NA,1.04,0.59,0.03,0.06,0.02,NA,NA,0.15,0,0.03,0.01,0,0.01,NA,NA,NA,NA,1.24,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19750000000001,2.19750000000001
"374","ND01081",16.9,3.4,0.55,4.01,100,NA,NA,NA,NA,NA,NA,0,75.14,NA,0,0,420,0,NA,0,0.005,0.00058,0.018,0.261,0.49,1.279,0.00158,0.000197,NA,1.1e-05,3.16e-05,0,0,0,0,0,0.00029,0.0084,NA,7e-07,7e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.000336,0.000266,0.005697,0.000697,0.000394,0,3.6e-07,0.0624,4.4e-06,0,0,0,0,0,0.0028,0.201,0.743,0.8,1.391,1.503,0.463,0.191,0.702,0.669,0.855,1.089,0.687,0.968,1.581,2.581,0.764,0.683,0.706,0.057,0,0,0.041,0.016,0.66,0,0,0,0,0,0.027,0.428,0.198,0.003,0.915,0.189,0.01,0.008,0,0,0,0.062,0,0.014,0,0,0,0,NA,NA,NA,0.992,0.214,0,0.004,0,NA,0.011,NA,NA,NA,0.005,NA,NA,0.008,NA,0.904,0.183,0,0,0,0,0.011,0.005,NA,0,0.01,NA,NA,NA,NA,NA,NA,NA,0.55,0.55
"375","ND01091",16.9,3.4,0.55,4.01,100,NA,NA,NA,NA,NA,NA,0,75.14,NA,0,0,420,0,NA,0,0.005,0.00058,0.018,0.261,0.49,1.279,0.00158,0.000197,NA,1.1e-05,3.16e-05,0,0,0,0,0,0.00029,0.0084,NA,7e-07,7e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.000336,0.000266,0.005697,0.000697,0.000394,0,3.6e-07,0.0624,4.4e-06,0,0,0,0,0,0.0028,0.201,0.743,0.8,1.391,1.503,0.463,0.191,0.702,0.669,0.855,1.089,0.687,0.968,1.581,2.581,0.764,0.683,0.706,0.057,0,0,0.041,0.016,0.66,0,0,0,0,0,0.027,0.428,0.198,0.003,0.915,0.189,0.01,0.008,0,0,0,0.062,0,0.014,0,0,0,0,NA,NA,NA,0.992,0.214,0,0.004,0,NA,0.011,NA,NA,NA,0.005,NA,NA,0.008,NA,0.904,0.183,0,0,0,0,0.011,0.005,NA,0,0.01,NA,NA,NA,NA,NA,NA,NA,0.55,0.55
"376","ND01092",16.9,3.4,0.55,4.01,100,NA,NA,NA,NA,NA,NA,0,75.14,NA,0,0,420,0,NA,0,0.005,0.00058,0.018,0.261,0.49,1.279,0.00158,0.000197,NA,1.1e-05,3.16e-05,0,0,0,0,0,0.00029,0.0084,NA,7e-07,7e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.000336,0.000266,0.005697,0.000697,0.000394,0,3.6e-07,0.0624,4.4e-06,0,0,0,0,0,0.0028,0.201,0.743,0.8,1.391,1.503,0.463,0.191,0.702,0.669,0.855,1.089,0.687,0.968,1.581,2.581,0.764,0.683,0.706,0.057,0,0,0.041,0.016,0.66,0,0,0,0,0,0.027,0.428,0.198,0.003,0.915,0.189,0.01,0.008,0,0,0,0.062,0,0.014,0,0,0,0,NA,NA,NA,0.992,0.214,0,0.004,0,NA,0.011,NA,NA,NA,0.005,NA,NA,0.008,NA,0.904,0.183,0,0,0,0,0.011,0.005,NA,0,0.01,NA,NA,NA,NA,NA,NA,NA,0.55,0.55
"377","ND01102",9.72,24.18,5.02,3.5,277,NA,0,2.45,0,0,0.3,0,57.58,NA,0,0,1157,2.75,0,0,0.106,0.00104,0.011,0.175,0.359,0.976,0.00114,4.2e-05,NA,1.7e-05,1.24e-05,0.00255,3.1e-05,3.1e-05,0,0,0.00044,0.0081,0,7e-07,7e-07,0,0,0,0,0.00021,0,2e-05,0,3e-05,0,0.0225,4.7e-05,0.000145,0.002813,0.000554,6.3e-05,6e-06,7.1e-07,0.0502,2.86e-05,0,1e-07,0,6e-06,6e-06,0.0039,0.106,0.35,0.4,0.736,0.718,0.235,0.129,0.359,0.285,0.455,0.631,0.281,0.612,0.861,1.427,0.656,0.692,0.405,0.228,0,0,0.078,0.21,7.583,0,0,0.001,0.02,0.023,0.262,5.062,2.069,0.033,8.924,4.82,0.245,0.108,0.007,0.011,0.033,0.738,0.002,0.169,0.004,0.01,0.016,NA,NA,NA,NA,9.929,5.386,0.025,0.074,0.002,0.012,0.156,0,0.041,NA,NA,0.038,0.001,0.104,0.726,8.768,4.742,0.009,0.007,0.055,0.046,0.168,0.042,NA,0,0.237,0.014,0.031,NA,0.001,NA,0.031,NA,5.125,5.125
"378","ND01109",11.16,28.3,3.36,3.24,316,NA,0,1.12,0,0,0.18,0,53.94,NA,0,0,1322,1.31,0,0,0.012,0.0012,0.009,0.152,0.316,0.992,0.00203,5.5e-05,NA,2.1e-05,1.03e-05,0,0,0,0,0,2e-04,0.0108,NA,NA,9e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1.8e-05,4.3e-05,0.002028,NA,0.000185,1e-05,1.38e-06,0.0486,NA,NA,1.8e-06,0,1e-05,1e-05,0.0053,0.121,0.519,0.58,0.994,1.055,0.319,0.121,0.487,0.412,0.608,0.757,0.362,0.679,1.12,1.802,0.534,0.475,0.451,NA,0,0,0.055,NA,10.979,0,0,0,0,0.041,0.887,3.12,3.433,0,10.73,0.656,0.079,0,0,NA,NA,0.967,0,0.116,0,0,0,NA,NA,NA,NA,12.048,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16499999999999,4.16499999999999
"379","ND01111",11.16,28.3,3.36,3.24,316,NA,0,1.12,0,0,0.18,0,53.94,NA,0,0,1322,1.31,0,0,0.012,0.0012,0.009,0.152,0.316,0.992,0.00203,5.5e-05,NA,2.1e-05,1.03e-05,0,0,0,0,0,2e-04,0.0108,NA,NA,9e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1.8e-05,4.3e-05,0.002028,NA,0.000185,1e-05,1.38e-06,0.0486,NA,NA,1.8e-06,0,1e-05,1e-05,0.0053,0.121,0.519,0.58,0.994,1.055,0.319,0.121,0.487,0.412,0.608,0.757,0.362,0.679,1.12,1.802,0.534,0.475,0.451,NA,0,0,0.055,NA,10.979,0,0,0,0,0.041,0.887,3.12,3.433,0,10.73,0.656,0.079,0,0,NA,NA,0.967,0,0.116,0,0,0,NA,NA,NA,NA,12.048,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16499999999999,4.16499999999999
"380","ND01112",11.16,28.3,3.36,3.24,316,NA,0,1.12,0,0,0.18,0,53.94,NA,0,0,1322,1.31,0,0,0.012,0.0012,0.009,0.152,0.316,0.992,0.00203,5.5e-05,NA,2.1e-05,1.03e-05,0,0,0,0,0,2e-04,0.0108,NA,NA,9e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1.8e-05,4.3e-05,0.002028,NA,0.000185,1e-05,1.38e-06,0.0486,NA,NA,1.8e-06,0,1e-05,1e-05,0.0053,0.121,0.519,0.58,0.994,1.055,0.319,0.121,0.487,0.412,0.608,0.757,0.362,0.679,1.12,1.802,0.534,0.475,0.451,NA,0,0,0.055,NA,10.979,0,0,0,0,0.041,0.887,3.12,3.433,0,10.73,0.656,0.079,0,0,NA,NA,0.967,0,0.116,0,0,0,NA,NA,NA,NA,12.048,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16499999999999,4.16499999999999
"381","ND01116",11.16,28.3,3.36,3.24,316,NA,0,1.12,0,0,0.18,0,53.94,NA,0,0,1322,1.31,0,0,0.012,0.0012,0.009,0.152,0.316,0.992,0.00203,5.5e-05,NA,2.1e-05,1.03e-05,0,0,0,0,0,2e-04,0.0108,NA,NA,9e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1.8e-05,4.3e-05,0.002028,NA,0.000185,1e-05,1.38e-06,0.0486,NA,NA,1.8e-06,0,1e-05,1e-05,0.0053,0.121,0.519,0.58,0.994,1.055,0.319,0.121,0.487,0.412,0.608,0.757,0.362,0.679,1.12,1.802,0.534,0.475,0.451,NA,0,0,0.055,NA,10.979,0,0,0,0,0.041,0.887,3.12,3.433,0,10.73,0.656,0.079,0,0,NA,NA,0.967,0,0.116,0,0,0,NA,NA,NA,NA,12.048,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16499999999999,4.16499999999999
"382","ND01118",11.16,28.3,3.36,3.24,316,NA,0,1.12,0,0,0.18,0,53.94,NA,0,0,1322,1.31,0,0,0.012,0.0012,0.009,0.152,0.316,0.992,0.00203,5.5e-05,NA,2.1e-05,1.03e-05,0,0,0,0,0,2e-04,0.0108,NA,NA,9e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1.8e-05,4.3e-05,0.002028,NA,0.000185,1e-05,1.38e-06,0.0486,NA,NA,1.8e-06,0,1e-05,1e-05,0.0053,0.121,0.519,0.58,0.994,1.055,0.319,0.121,0.487,0.412,0.608,0.757,0.362,0.679,1.12,1.802,0.534,0.475,0.451,NA,0,0,0.055,NA,10.979,0,0,0,0,0.041,0.887,3.12,3.433,0,10.73,0.656,0.079,0,0,NA,NA,0.967,0,0.116,0,0,0,NA,NA,NA,NA,12.048,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16499999999999,4.16499999999999
"383","ND01121",29.85,3.9,0,1.27,163,NA,NA,NA,NA,NA,NA,0,65.35,NA,0,0,680,0,NA,0,0.016,0.00184,0.015,0.281,0.404,0.067,0.00433,5.4e-05,NA,2e-06,2.86e-05,0.000125,1e-06,1e-06,0,0,3e-04,3e-04,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,8e-05,0.000233,0.008506,0.000449,0.000815,5e-06,2.32e-06,0.0813,NA,0,1.3e-06,0,5e-06,5e-06,0.0139,0.377,1.581,1.568,2.893,3.233,0.893,0.337,1.34,1.255,1.657,2.255,1.248,2.007,3.248,5.483,1.449,1.412,1.365,0.148,0,0,0.076,0.177,1.375,0,0,0,0.004,0.003,0.088,0.798,0.424,0.003,1.413,0.205,0.008,0.045,0.002,NA,0.026,0.124,0,0.009,0.005,0,0.013,NA,NA,NA,NA,1.602,0.295,0.014,0.038,0.003,0.011,0.148,NA,0.017,NA,NA,0.016,NA,0.002,0.112,1.264,0.172,NA,NA,0.03,0.015,0.16,0.017,NA,NA,0.008,NA,0.015,NA,NA,NA,NA,NA,2.125,2.125
